,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
0,"Ralph Fiennes, Michael Gambon, Alan Rickman, Daniel Radcliffe",Nominated for 3 Oscars. Another 45 wins & 91 nominations.,"$381,000,185","USA, UK",11 Nov 2011,David Yates,"Adventure, Drama, Fantasy",English,87,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",https://ia.media-imdb.com/images/M/MV5BMjIyZGU4YzUtNDkzYi00ZDRhLTljYzctYTMxMDQ4M2E0Y2YxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",15 Jul 2011,True,130 min,Harry Potter and the Deathly Hallows: Part 2,movie,http://www.HarryPotter.com/,"Steve Kloves (screenplay), J.K. Rowling (novel)",2011,tt1201607,8.1,"639,309"
1,"Shia LaBeouf, Rosie Huntington-Whiteley, Josh Duhamel, John Turturro",Nominated for 3 Oscars. Another 10 wins & 39 nominations.,"$352,358,779",USA,30 Sep 2011,Michael Bay,"Action, Adventure, Sci-Fi",English,42,"The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwOTY0MTc1NV5BMl5BanBnXkFtZTcwMDQwNjA2NQ@@._V1_SX300.jpg,Paramount Studios,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",29 Jun 2011,True,154 min,Transformers: Dark of the Moon,movie,http://www.TransformersMovie.com/,Ehren Kruger,2011,tt1399103,6.3,"350,971"
2,"Taylor Lautner, Gil Birmingham, Billy Burke, Sarah Clarke",11 wins & 22 nominations.,"$281,267,663",USA,11 Feb 2012,Bill Condon,"Adventure, Drama, Fantasy","English, Portuguese",45,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",https://ia.media-imdb.com/images/M/MV5BODgxNDE0OTAzOF5BMl5BanBnXkFtZTcwNzcwODE2Ng@@._V1_SX300.jpg,Summit Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",18 Nov 2011,True,117 min,The Twilight Saga: Breaking Dawn - Part 1,movie,http://www.breakingdawn-themovie.com/,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",2011,tt1324999,4.9,"198,075"
3,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha",5 wins & 18 nominations.,"$254,400,000",USA,06 Dec 2011,Todd Phillips,"Comedy, Mystery","English, Thai",44,"Two years after the bachelor party in Las Vegas, Phil, Stu, Alan, and Doug jet to Thailand for Stu's wedding. Stu's plan for a subdued pre-wedding brunch, however, goes seriously awry.",https://ia.media-imdb.com/images/M/MV5BMTM2MTM4MzY2OV5BMl5BanBnXkFtZTcwNjQ3NzI4NA@@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",26 May 2011,True,102 min,The Hangover Part II,movie,http://hangoverpart2.warnerbros.com/,"Craig Mazin, Scot Armstrong, Todd Phillips, Jon Lucas (characters), Scott Moore (characters)",2011,tt1411697,6.5,"412,486"
4,"Johnny Depp, Penélope Cruz, Geoffrey Rush, Ian McShane",2 wins & 31 nominations.,"$241,063,875","USA, UK",18 Oct 2011,Rob Marshall,"Action, Adventure, Fantasy","English, Spanish",45,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.",https://ia.media-imdb.com/images/M/MV5BMjE5MjkwODI3Nl5BMl5BanBnXkFtZTcwNjcwMDk4NA@@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",20 May 2011,True,136 min,Pirates of the Caribbean: On Stranger Tides,movie,http://Disney.com/Pirates,"Ted Elliott (screenplay), Terry Rossio (screenplay), Ted Elliott (screen story), Terry Rossio (screen story), Ted Elliott (characters), Terry Rossio (characters), Stuart Beattie (characters), Jay Wolpert (characters), Tim Powers (novel)",2011,tt1298650,6.6,"421,506"
5,"Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson",9 wins & 21 nominations.,"$209,805,005",USA,04 Oct 2011,Justin Lin,"Action, Crime, Thriller","English, Portuguese, Spanish, Italian",66,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNTk5MTE0OF5BMl5BanBnXkFtZTcwMjA2NzY3NA@@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",29 Apr 2011,True,130 min,Fast Five,movie,http://www.fastfivemovie.com/,"Chris Morgan, Gary Scott Thompson (characters)",2011,tt1596343,7.3,"312,640"
6,"Tom Cruise, Paula Patton, Simon Pegg, Jeremy Renner",5 wins & 30 nominations.,"$209,364,921","USA, United Arab Emirates, Czech Republic",17 Apr 2012,Brad Bird,"Action, Adventure, Thriller","English, Russian, French, Arabic, Swedish",73,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.",https://ia.media-imdb.com/images/M/MV5BMTY4MTUxMjQ5OV5BMl5BanBnXkFtZTcwNTUyMzg5Ng@@._V1_SX300.jpg,Paramount Studios,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",21 Dec 2011,True,132 min,Mission: Impossible - Ghost Protocol,movie,http://www.missionimpossible.com,"Bruce Geller (television series ""Mission: Impossible""), Josh Appelbaum, André Nemec",2011,tt1229238,7.4,"396,221"
7,"Larry the Cable Guy, Owen Wilson, Michael Caine, Emily Mortimer",Nominated for 1 Golden Globe. Another 1 win & 18 nominations.,"$191,450,875",USA,01 Nov 2011,"John Lasseter, Brad Lewis(co-director)","Animation, Adventure, Comedy","English, Japanese, Italian, French",57,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,https://ia.media-imdb.com/images/M/MV5BMTUzNTc3MTU3M15BMl5BanBnXkFtZTcwMzIxNTc3NA@@._V1_SX300.jpg,Walt Disney Pictures/PIXAR,G,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",24 Jun 2011,True,106 min,Cars 2,movie,http://disney.go.com/cars/,"John Lasseter (original story by), Brad Lewis (original story by), Dan Fogelman (original story by), Ben Queen (screenplay by)",2011,tt1216475,6.2,"123,875"
8,"Robert Downey Jr., Jude Law, Noomi Rapace, Rachel McAdams",3 wins & 11 nominations.,"$186,830,669",USA,12 Jun 2012,Guy Ritchie,"Action, Adventure, Crime","English, French, Italian, German, Romany",48,"Sherlock Holmes and his sidekick Dr. Watson join forces to outwit and bring down their fiercest adversary, Professor Moriarty.",https://ia.media-imdb.com/images/M/MV5BMTQwMzQ5Njk1MF5BMl5BanBnXkFtZTcwNjIxNzIxNw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",16 Dec 2011,True,129 min,Sherlock Holmes: A Game of Shadows,movie,http://www.sherlockholmes2.com,"Michele Mulroney, Kieran Mulroney, Arthur Conan Doyle (characters: Sherlock Holmes,  Dr. Watson)",2011,tt1515091,7.5,"373,564"
9,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins",5 wins & 30 nominations.,"$181,015,141",USA,13 Sep 2011,Kenneth Branagh,"Action, Adventure, Fantasy",English,57,"The powerful, but arrogant god Thor, is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",https://ia.media-imdb.com/images/M/MV5BOGE4NzU1YTAtNzA3Mi00ZTA2LTg2YmYtMDJmMThiMjlkYjg2XkEyXkFqcGdeQXVyNTgzMDMzMTg@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",06 May 2011,True,115 min,Thor,movie,http://thor.marvel.com/,"Ashley Miller (screenplay), Zack Stentz (screenplay), Don Payne (screenplay), J. Michael Straczynski (story), Mark Protosevich (story), Stan Lee (comic book), Larry Lieber (comic book), Jack Kirby (comic book)",2011,tt0800369,7.0,"613,991"
