,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
0,"Jennifer Lawrence, Liam Hemsworth, Jack Quaid, Taylor St. Clair",Nominated for 1 Golden Globe. Another 22 wins & 66 nominations.,"$336,663,349",USA,07 Mar 2014,Francis Lawrence,"Action, Adventure, Mystery",English,76,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,https://ia.media-imdb.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_SX300.jpg,Lionsgate Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",22 Nov 2013,True,146 min,The Hunger Games: Catching Fire,movie,http://www.thehungergamesexplorer.com/us/,"Simon Beaufoy (screenplay), Michael Arndt (screenplay), Suzanne Collins (novel)",2013,tt1951264,7.5,"548,354"
1,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce",Nominated for 1 Oscar. Another 17 wins & 61 nominations.,"$408,992,272","China, USA",24 Sep 2013,Shane Black,"Action, Adventure, Sci-Fi",English,62,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMjEzMjY1M15BMl5BanBnXkFtZTcwNTMxOTYyOQ@@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",03 May 2013,True,130 min,Iron Man 3,movie,http://IronManMovie3.com,"Drew Pearce (screenplay by), Shane Black (screenplay by), Stan Lee (based on the Marvel comic book by), Don Heck (based on the Marvel comic book by), Larry Lieber (based on the Marvel comic book by), Jack Kirby (based on the Marvel comic book by), Warren Ellis (based on the ""Extremis"" mini-series written by), Adi Granov (based on the ""Extremis"" mini-series illustrated by)",2013,tt1300854,7.2,"623,368"
2,"Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad",Won 2 Oscars. Another 77 wins & 57 nominations.,"$400,736,600",USA,18 Mar 2014,"Chris Buck, Jennifer Lee","Animation, Adventure, Comedy","English, Norwegian",74,"When the newly-crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",27 Nov 2013,True,102 min,Frozen,movie,http://www.disney.com/frozen,"Jennifer Lee (screenplay by), Hans Christian Andersen (story inspired by ""The Snow Queen"" by), Chris Buck (story by), Jennifer Lee (story by), Shane Morris (story by)",2013,tt2294629,7.5,"478,434"
3,"Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove",Nominated for 2 Oscars. Another 12 wins & 65 nominations.,"$368,049,635","USA, France, Japan",10 Dec 2013,"Pierre Coffin, Chris Renaud","Animation, Adventure, Comedy","English, Ukrainian",62,"When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.",https://ia.media-imdb.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",03 Jul 2013,True,98 min,Despicable Me 2,movie,http://www.despicableme.com/,"Cinco Paul, Ken Daurio",2013,tt1690953,7.4,"322,576"
4,"Henry Cavill, Amy Adams, Michael Shannon, Diane Lane",7 wins & 46 nominations.,"$291,021,565","USA, UK",12 Nov 2013,Zack Snyder,"Action, Adventure, Fantasy",English,55,"Clark Kent, one of the last of an extinguished race disguised as an unremarkable human, is forced to reveal his identity when Earth is invaded by an army of survivors who threaten to bring the planet to the brink of destruction.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5ODk1NDkxMF5BMl5BanBnXkFtZTcwNTA5OTY0OQ@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",14 Jun 2013,True,143 min,Man of Steel,movie,http://manofsteel.warnerbros.com,"David S. Goyer (screenplay), David S. Goyer (story), Christopher Nolan (story), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)",2013,tt0770828,7.1,"608,560"
5,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen",Won 7 Oscars. Another 232 wins & 175 nominations.,"$274,084,951","UK, USA",25 Feb 2014,Alfonso Cuarón,"Drama, Sci-Fi, Thriller","English, Greenlandic",96,Two astronauts work together to survive after an accident which leaves them stranded in space.,https://ia.media-imdb.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",04 Oct 2013,True,91 min,Gravity,movie,http://gravitymovie.warnerbros.com/,"Alfonso Cuarón, Jonás Cuarón",2013,tt1454468,7.8,"663,961"
6,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren",Nominated for 1 BAFTA Film Award. Another 9 wins & 56 nominations.,"$260,300,000",USA,29 Oct 2013,Dan Scanlon,"Animation, Adventure, Comedy",English,65,A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.,https://ia.media-imdb.com/images/M/MV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQ@@._V1_SX300.jpg,Walt Disney Pictures,G,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",21 Jun 2013,True,104 min,Monsters University,movie,http://www.disney.com/MonstersUniversity,"Dan Scanlon (story by), Daniel Gerson (story by), Robert L. Baird (story by), Daniel Gerson (screenplay by), Robert L. Baird (screenplay by), Dan Scanlon (screenplay by), Adrian Molina (additional screenplay material by)",2013,tt1453405,7.3,"270,621"
7,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",Nominated for 3 Oscars. Another 16 wins & 86 nominations.,"$180,443,783","USA, New Zealand",08 Apr 2014,Peter Jackson,"Adventure, Fantasy",English,66,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",https://ia.media-imdb.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_SX300.jpg,Warner Bros.,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",13 Dec 2013,True,161 min,The Hobbit: The Desolation of Smaug,movie,http://www.thehobbit.com/index.html,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)",2013,tt1170358,7.9,"537,171"
8,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster",9 wins & 21 nominations.,"$238,700,000",USA,10 Dec 2013,Justin Lin,"Action, Crime, Thriller","English, Russian, Spanish, Indonesian, Danish, Cantonese",61,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.",https://ia.media-imdb.com/images/M/MV5BMTM3NTg2NDQzOF5BMl5BanBnXkFtZTcwNjc2NzQzOQ@@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",24 May 2013,True,130 min,Fast & Furious 6,movie,http://www.thefastandthefurious.com/,"Chris Morgan, Gary Scott Thompson (characters)",2013,tt1905041,7.1,"332,831"
9,"James Franco, Mila Kunis, Rachel Weisz, Michelle Williams",5 wins & 31 nominations.,"$234,903,076",USA,11 Jun 2013,Sam Raimi,"Adventure, Comedy, Drama",English,44,"A frustrated circus magician from Kansas is transported to a magical land called Oz, where he will have to fulfill a prophecy to become the king, and release the land from the Wicked Witches using his great (but fake) powers.",https://ia.media-imdb.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",08 Mar 2013,True,130 min,Oz the Great and Powerful,movie,http://disney.go.com/thewizard/,"Mitchell Kapner (screenplay), David Lindsay-Abaire (screenplay), Mitchell Kapner (screen story), L. Frank Baum (""Oz"" works)",2013,tt1623205,6.3,"186,733"
