,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
0,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",Nominated for 1 Oscar. Another 38 wins & 79 nominations.,"$623,279,547",USA,25 Sep 2012,Joss Whedon,"Action, Adventure, Sci-Fi","English, Russian, Hindi",69,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,https://ia.media-imdb.com/images/M/MV5BMTk2NTI1MTU4N15BMl5BanBnXkFtZTcwODg0OTY0Nw@@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",04 May 2012,True,143 min,The Avengers,movie,http://marvel.com/avengers_movie,"Joss Whedon (screenplay), Zak Penn (story), Joss Whedon (story)",2012,tt0848228,8.1,"1,100,592"
1,"Christian Bale, Gary Oldman, Tom Hardy, Joseph Gordon-Levitt",Nominated for 1 BAFTA Film Award. Another 38 wins & 102 nominations.,"$448,130,642","UK, USA",03 Dec 2012,Christopher Nolan,"Action, Thriller","English, Arabic",78,"Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City, now on the edge of total annihilation, from the brutal guerrilla terrorist Bane.",https://ia.media-imdb.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",20 Jul 2012,True,164 min,The Dark Knight Rises,movie,http://www.thedarkknightrises.com/,"Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Nolan (story), David S. Goyer (story), Bob Kane (characters)",2012,tt1345836,8.4,"1,303,042"
2,"Stanley Tucci, Wes Bentley, Jennifer Lawrence, Willow Shields",Nominated for 1 Golden Globe. Another 33 wins & 47 nominations.,"$407,981,652",USA,18 Aug 2012,Gary Ross,"Adventure, Sci-Fi, Thriller",English,68,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,https://ia.media-imdb.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@._V1_SX300.jpg,Lionsgate,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",23 Mar 2012,True,142 min,The Hunger Games,movie,http://thehungergamesmovie.com,"Gary Ross (screenplay), Suzanne Collins (screenplay), Billy Ray (screenplay), Suzanne Collins (novel)",2012,tt1392170,7.2,"763,223"
3,"Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes",Won 2 Oscars. Another 65 wins & 119 nominations.,"$299,300,000","UK, USA",11 Mar 2013,Sam Mendes,"Action, Adventure, Thriller",English,81,"Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDVhZmJiYWMtNmIzMC00ZWNiLTkzZDYtNGNlZmViMGM4OGExXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,MGM,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",09 Nov 2012,True,143 min,Skyfall,movie,http://www.007.com,"Neal Purvis, Robert Wade, John Logan, Ian Fleming (characters)",2012,tt1074638,7.8,"566,205"
4,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",Nominated for 3 Oscars. Another 10 wins & 72 nominations.,"$303,001,229","USA, New Zealand",19 Mar 2013,Peter Jackson,"Adventure, Family, Fantasy",English,58,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",https://ia.media-imdb.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@._V1_SX300.jpg,Warner Bros.,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",14 Dec 2012,True,169 min,The Hobbit: An Unexpected Journey,movie,http://www.thehobbit.com/index.html,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)",2012,tt0903624,7.9,"694,435"
5,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli",21 wins & 14 nominations.,"$292,298,923",USA,02 Mar 2013,Bill Condon,"Adventure, Drama, Fantasy",English,52,"After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMzUyMzY1OF5BMl5BanBnXkFtZTcwNDQ4ODk1OA@@._V1_SX300.jpg,Lionsgate/Summit Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",16 Nov 2012,True,115 min,The Twilight Saga: Breaking Dawn - Part 2,movie,http://www.breakingdawn-themovie.com/,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",2012,tt1673434,5.5,"201,893"
6,"Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary",2 wins & 31 nominations.,"$262,030,663",USA,09 Nov 2012,Marc Webb,"Action, Adventure, Sci-Fi",English,66,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death.",https://ia.media-imdb.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",03 Jul 2012,True,136 min,The Amazing Spider-Man,movie,http://www.theamazingspiderman.com/site/,"James Vanderbilt (screenplay), Alvin Sargent (screenplay), Steve Kloves (screenplay), James Vanderbilt (story), Stan Lee (based on the Marvel comic book by), Steve Ditko (based on the Marvel comic book by)",2012,tt0948470,7.0,"497,035"
7,"Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters",Won 1 Oscar. Another 18 wins & 48 nominations.,"$237,282,182",USA,13 Nov 2012,"Mark Andrews, Brenda Chapman, Steve Purcell(co-director)","Animation, Adventure, Comedy",English,69,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",22 Jun 2012,True,93 min,Brave,movie,http://disney.go.com/brave/?cmp=wdsmp_brv_url_dcombrave,"Brenda Chapman (story by), Mark Andrews (screenplay by), Steve Purcell (screenplay by), Brenda Chapman (screenplay by), Irene Mecchi (screenplay by)",2012,tt1217209,7.1,"311,357"
8,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale",Nominated for 1 Oscar. Another 13 wins & 27 nominations.,"$218,100,000",USA,11 Dec 2012,Seth MacFarlane,"Comedy, Fantasy","English, Japanese",62,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",29 Jun 2012,True,106 min,Ted,movie,http://www.tedisreal.com/,"Seth MacFarlane (screenplay by), Alec Sulkin (screenplay by), Wellesley Wild (screenplay by), Seth MacFarlane (story by)",2012,tt1637725,7.0,"512,918"
9,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith",2 wins & 20 nominations.,"$216,366,733",USA,16 Oct 2012,"Eric Darnell, Tom McGrath, Conrad Vernon","Animation, Adventure, Comedy","English, Norwegian",60,"Alex, Marty, Gloria and Melman are still fighting to get home to their beloved Big Apple. Their journey takes them through Europe where they find the perfect cover: a traveling circus, which they reinvent - Madagascar style.",https://ia.media-imdb.com/images/M/MV5BMTM2MTIzNzk2MF5BMl5BanBnXkFtZTcwMDcwMzQxNw@@._V1_SX300.jpg,Paramount/Dreamworks,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",08 Jun 2012,True,93 min,Madagascar 3: Europe's Most Wanted,movie,http://www.madagascarmovie.com/,"Eric Darnell (screenplay), Noah Baumbach (screenplay), Marc Hyman (collaborating writer), Tom McGrath (characters by)",2012,tt1277953,6.9,"134,544"
