,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
0,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine",Won 2 Oscars. Another 152 wins & 155 nominations.,"$533,316,061","USA, UK",09 Dec 2008,Christopher Nolan,"Action, Crime, Drama","English, Mandarin",82,"When the menace known as the Joker emerges from his mysterious past, he wreaks havoc and chaos on the people of Gotham, the Dark Knight must accept one of the greatest psychological and physical tests of his ability to fight injustice.",https://ia.media-imdb.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_SX300.jpg,Warner Bros. Pictures/Legendary,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '9.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",18 Jul 2008,True,152 min,The Dark Knight,movie,http://thedarkknight.warnerbros.com/,"Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Nolan (story), David S. Goyer (story), Bob Kane (characters)",2008,tt0468569,9.0,"1,911,376"
1,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow",Nominated for 2 Oscars. Another 20 wins & 65 nominations.,"$318,298,180",USA,30 Sep 2008,Jon Favreau,"Action, Adventure, Sci-Fi","English, Persian, Urdu, Arabic, Hungarian",79,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",https://ia.media-imdb.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",02 May 2008,True,126 min,Iron Man,movie,http://www.ironmanmovie.com/,"Mark Fergus (screenplay), Hawk Ostby (screenplay), Art Marcum (screenplay), Matt Holloway (screenplay), Stan Lee (characters), Don Heck (characters), Larry Lieber (characters), Jack Kirby (characters)",2008,tt0371746,7.9,"783,893"
2,"Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf",Nominated for 1 BAFTA Film Award. Another 10 wins & 35 nominations.,"$316,957,122",USA,14 Oct 2008,Steven Spielberg,"Action, Adventure, Fantasy","English, German, Russian",65,"Famed archaeologist and adventurer Dr. Henry ""Indiana"" Jones, Jr. is called back into action, when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",https://ia.media-imdb.com/images/M/MV5BMTIxNDUxNzcyMl5BMl5BanBnXkFtZTcwNTgwOTI3MQ@@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",22 May 2008,True,122 min,Indiana Jones and the Kingdom of the Crystal Skull,movie,http://www.indianajones.com/,"David Koepp (screenplay), George Lucas (story), Jeff Nathanson (story), George Lucas (characters), Philip Kaufman (characters)",2008,tt0367882,6.2,"367,376"
3,"Will Smith, Charlize Theron, Jason Bateman, Jae Head",4 wins & 11 nominations.,"$227,946,274",USA,25 Nov 2008,Peter Berg,"Action, Crime, Drama","English, Japanese",49,Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,https://ia.media-imdb.com/images/M/MV5BMTgyMzc4ODU3NV5BMl5BanBnXkFtZTcwNjk5Mzc1MQ@@._V1_SX300.jpg,Columbia Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",02 Jul 2008,True,92 min,Hancock,movie,http://www.sonypictures.com/movies/hancock/,"Vincent Ngo, Vince Gilligan",2008,tt0448157,6.4,"388,737"
4,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard",Won 1 Oscar. Another 89 wins & 90 nominations.,"$223,749,872",USA,18 Nov 2008,Andrew Stanton,"Animation, Adventure, Family",English,95,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",https://ia.media-imdb.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_SX300.jpg,Walt Disney Pictures,G,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",27 Jun 2008,True,98 min,WALL·E,movie,http://www.wall-e.com/,"Andrew Stanton (original story by), Pete Docter (original story by), Andrew Stanton (screenplay by), Jim Reardon (screenplay by)",2008,tt0910970,8.4,"840,896"
5,"Jack Black, Dustin Hoffman, Angelina Jolie, Ian McShane",Nominated for 1 Oscar. Another 14 wins & 37 nominations.,"$215,395,021",USA,09 Nov 2008,"Mark Osborne, John Stevenson","Animation, Action, Adventure",English,73,"The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance: However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a tyro in martial arts.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxOTY1NjUyN15BMl5BanBnXkFtZTcwMjMxMDk1MQ@@._V1_SX300.jpg,Paramount Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",06 Jun 2008,True,92 min,Kung Fu Panda,movie,http://www.KungFuPanda.com,"Jonathan Aibel (screenplay), Glenn Berger (screenplay), Ethan Reiff (story), Cyrus Voris (story)",2008,tt0441773,7.6,"349,431"
6,"Kristen Stewart, Sarah Clarke, Matt Bushell, Billy Burke",29 wins & 15 nominations.,"$191,449,475",USA,21 Mar 2009,Catherine Hardwicke,"Drama, Fantasy, Romance",English,56,A teenage girl risks everything when she falls in love with a vampire.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_SX300.jpg,Summit Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",21 Nov 2008,True,122 min,Twilight,movie,http://twilightthemovie.com/,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",2008,tt1099212,5.2,"372,765"
7,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith",3 wins & 11 nominations.,"$179,982,968",USA,06 Feb 2009,"Eric Darnell, Tom McGrath","Animation, Action, Adventure","English, Italian",61,"The animals try to fly back to New York City, but crash-land on an African wildlife refuge, where Alex is reunited with his parents.",https://ia.media-imdb.com/images/M/MV5BMjExMDA4NDcwMl5BMl5BanBnXkFtZTcwODAxNTQ3MQ@@._V1_SX300.jpg,Paramount Studios,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",07 Nov 2008,True,89 min,Madagascar: Escape 2 Africa,movie,http://www.MadagascarMovie.com/,"Etan Cohen, Eric Darnell, Tom McGrath",2008,tt0479952,6.7,"168,256"
8,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench",Nominated for 2 BAFTA Film Awards. Another 4 wins & 30 nominations.,"$168,400,000","UK, USA",24 Mar 2009,Marc Forster,"Action, Adventure, Thriller","English, Spanish, Italian, French, Swiss German, German",58,James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource.,https://ia.media-imdb.com/images/M/MV5BMjZiYTUzMzktZWI5Yy00Mzk4LWFlMDgtYjRmNWU0Mzc0MzNiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Sony/MGM,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",14 Nov 2008,True,106 min,Quantum of Solace,movie,http://www.007.com/,"Paul Haggis, Neal Purvis, Robert Wade",2008,tt0830515,6.6,"362,074"
9,"Jim Carrey, Steve Carell, Carol Burnett, Will Arnett",1 win & 18 nominations.,"$154,388,002",USA,09 Dec 2008,"Jimmy Hayward, Steve Martino","Animation, Adventure, Comedy",English,71,Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.,https://ia.media-imdb.com/images/M/MV5BMTI3NDA3ODE0N15BMl5BanBnXkFtZTcwNjE0MzU1MQ@@._V1_SX300.jpg,20th Century Fox,G,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",14 Mar 2008,True,86 min,Horton Hears a Who!,movie,http://www.hortonmovie.com/site/index.html,"Cinco Paul (screenplay by), Ken Daurio (screenplay by), Dr. Seuss (based upon the book by)",2008,tt0451079,6.8,"116,150"
