,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
0,"Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty",Won 2 Oscars. Another 58 wins & 91 nominations.,"$414,984,497",USA,02 Nov 2010,Lee Unkrich,"Animation, Adventure, Comedy","English, Spanish",92,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_SX300.jpg,Walt Disney Pictures,G,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",18 Jun 2010,True,103 min,Toy Story 3,movie,http://www.disney.com/ToyStory,"John Lasseter (story by), Andrew Stanton (story by), Lee Unkrich (story by), Michael Arndt (screenplay by)",2010,tt0435761,8.3,"624,829"
1,"Johnny Depp, Mia Wasikowska, Helena Bonham Carter, Anne Hathaway",Won 2 Oscars. Another 31 wins & 62 nominations.,"$319,323,000",USA,01 Jun 2010,Tim Burton,"Adventure, Family, Fantasy",English,53,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",https://ia.media-imdb.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",05 Mar 2010,True,108 min,Alice in Wonderland,movie,http://disney.go.com/disneypictures/aliceinwonderland/,"Linda Woolverton (screenplay), Lewis Carroll (books)",2010,tt1014759,6.5,"338,769"
2,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson",Nominated for 1 Oscar. Another 7 wins & 42 nominations.,"$312,057,433",USA,28 Sep 2010,Jon Favreau,"Action, Adventure, Sci-Fi","English, French, Russian",57,"With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.",https://ia.media-imdb.com/images/M/MV5BMTM0MDgwNjMyMl5BMl5BanBnXkFtZTcwNTg3NzAzMw@@._V1_SX300.jpg,Paramount Studios,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",07 May 2010,True,124 min,Iron Man 2,movie,http://www.ironmanmovie.com/,"Justin Theroux (screenplay), Stan Lee (Marvel comic book), Don Heck (Marvel comic book), Larry Lieber (Marvel comic book), Jack Kirby (Marvel comic book)",2010,tt1228705,7.0,"594,225"
3,"Xavier Samuel, Kristen Stewart, Robert Pattinson, Billy Burke",22 wins & 34 nominations.,"$300,523,113",USA,04 Dec 2010,David Slade,"Adventure, Drama, Fantasy",English,58,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDMwNjAzNzYwOF5BMl5BanBnXkFtZTcwMDY5NzcyMw@@._V1_SX300.jpg,Summit Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",30 Jun 2010,True,124 min,The Twilight Saga: Eclipse,movie,http://www.eclipsethemovie.com/,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",2010,tt1325004,5.0,"199,805"
4,"Bill Nighy, Emma Watson, Richard Griffiths, Harry Melling",Nominated for 2 Oscars. Another 15 wins & 53 nominations.,"$294,980,434","UK, USA",15 Apr 2011,David Yates,"Adventure, Family, Fantasy",English,65,"As Harry races against time and evil to destroy the Horcruxes, he uncovers the existence of three most powerful objects in the wizarding world: the Deathly Hallows.",https://ia.media-imdb.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",19 Nov 2010,True,146 min,Harry Potter and the Deathly Hallows: Part 1,movie,http://www.HarryPotter.com/,"Steve Kloves (screenplay), J.K. Rowling (novel)",2010,tt0926084,7.7,"387,687"
5,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy",Won 4 Oscars. Another 152 wins & 204 nominations.,"$292,568,851","USA, UK",07 Dec 2010,Christopher Nolan,"Action, Adventure, Sci-Fi","English, Japanese, French",74,"A thief, who steals corporate secrets through the use of dream-sharing technology, is given the inverse task of planting an idea into the mind of a CEO.",https://ia.media-imdb.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",16 Jul 2010,True,148 min,Inception,movie,http://inceptionmovie.warnerbros.com/,Christopher Nolan,2010,tt1375666,8.8,"1,695,571"
6,"Steve Carell, Jason Segel, Russell Brand, Julie Andrews",Nominated for 1 Golden Globe. Another 3 wins & 40 nominations.,"$251,476,985","USA, France",14 Dec 2010,"Pierre Coffin, Chris Renaud","Animation, Adventure, Comedy",English,72,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",https://ia.media-imdb.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",09 Jul 2010,True,95 min,Despicable Me,movie,http://www.despicable.me,"Cinco Paul (screenplay by), Ken Daurio (screenplay by), Sergio Pablos (based on a story by)",2010,tt1323594,7.7,"434,847"
7,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas",1 win & 13 nominations.,"$238,319,043",USA,07 Dec 2010,Mike Mitchell,"Animation, Adventure, Comedy",English,58,Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpel rules supreme.,https://ia.media-imdb.com/images/M/MV5BMTY0OTU1NzkxMl5BMl5BanBnXkFtZTcwMzI2NDUzMw@@._V1_SX300.jpg,Paramount,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",21 May 2010,True,93 min,Shrek Forever After,movie,http://www.shrekforeverafter.com/,"William Steig (based upon the book by), Josh Klausner, Darren Lemke",2010,tt0892791,6.3,"154,851"
8,"Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera",Nominated for 2 Oscars. Another 25 wins & 60 nominations.,"$216,900,000",USA,15 Oct 2010,"Dean DeBlois, Chris Sanders","Animation, Action, Adventure",English,74,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",https://ia.media-imdb.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX300.jpg,Paramount/DWA,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",26 Mar 2010,True,98 min,How to Train Your Dragon,movie,http://www.HowToTrainYourDragon.com/,"William Davies (screenplay), Dean DeBlois (screenplay), Chris Sanders (screenplay), Cressida Cowell (book), Marc Hyman (collaborating writer)",2010,tt0892769,8.1,"563,019"
9,"Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman",Nominated for 1 Oscar. Another 9 wins & 40 nominations.,"$200,803,309",USA,29 Mar 2011,"Nathan Greno, Byron Howard","Animation, Adventure, Comedy",English,71,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",24 Nov 2010,True,100 min,Tangled,movie,http://Disney.com/Tangled,"Dan Fogelman (screenplay by), Jacob Grimm (based upon the fairy tale ""Rapunzel"" by), Wilhelm Grimm (based upon the fairy tale ""Rapunzel"" by)",2010,tt0398286,7.8,"335,173"
